Input_English,Target_Khmer,Predicted_Khmer,Word_Acc,Char_Acc,F1,CER
sarpheap,សារភាព,សារភាព,1,1.0,1.0,0.0
lout,លោទ,លោត,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
bonhchika,បញ្ជិកា,បញ្ជីកា,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ous,អូស,ឳ,0,0.0,0.0,1.0
dangprey,ដងព្រៃ,ដងព្រៃ,1,1.0,1.0,0.0
chokrokroesnor,ចក្រក្រឹស្ណ,ចក្រក្សរណ៍,0,0.6363636363636364,0.8571428571428572,0.36363636363636365
hosoneak,ហសនៈ,ហសនៈ,1,1.0,1.0,0.0
brohaong,ប្រហោង,ប្រហោង,1,1.0,1.0,0.0
vichlodthan,វិជលដ្ឋាន,វិចដលណាហល,0,0.33333333333333337,0.5555555555555556,0.6666666666666666
laemlom,ឡិមឡុម,ឡេមឡាំ,0,0.5,0.5,0.5
mekar,មេការ,មេការ,1,1.0,1.0,0.0
kompeut,កំប៉ឺត,កំពើត,0,0.5,0.5454545454545454,0.5
khvach,ខ្វាច,ខ្វាច់,0,0.8333333333333334,0.9090909090909091,0.2
reskun,រិះគន់,រេសុណ្គ,0,0.1428571428571429,0.30769230769230765,1.0
chatchaeng,ចាត់ចែង,ចត់ចែង,0,0.8571428571428572,0.923076923076923,0.14285714285714285
aachmokok,អាចម៍កុក,អាចម៍គក់,0,0.625,0.75,0.375
aovosor,អវសរ,អវសរ,1,1.0,1.0,0.0
vinh,វិញ,វិញ,1,1.0,1.0,0.0
bongheae,បង្ហែ,បង្ហែ,1,1.0,1.0,0.0
krongreach,គ្រងរាជ្យ,ក្រងរាជ,0,0.6666666666666667,0.75,0.3333333333333333
kondei,កុណ្ឌី,កណ្ដី,0,0.6666666666666667,0.7272727272727272,0.3333333333333333
lang,ឡាំង,ឡាំង,1,1.0,1.0,0.0
slat,ស្លត,ស្លាត,0,0.8,0.888888888888889,0.25
haembopean,ហេម្បូពាន្ត,ហេម្បូពាន្ត,1,1.0,1.0,0.0
tumhum,ទំហំ,ទំហុំ,0,0.8,0.888888888888889,0.25
aontreak,អន្ត្រាក់,អន្ត្រាក់,1,1.0,1.0,0.0
skay,ស្គាយ,ស្កាយ,0,0.8,0.8000000000000002,0.2
kompok,កំប៉ុក,កំពក,0,0.5,0.6,0.5
turoyos,ទុរយស,ទុរយោស,0,0.8333333333333334,0.9090909090909091,0.2
satis,សាទិស,សទិស,0,0.8,0.888888888888889,0.2
lngiem,ល្ងៀម,ល្ងៀម,1,1.0,1.0,0.0
pueng,ពឹង,ពឹង,1,1.0,1.0,0.0
nokorsaophini,នគរសោភិនី,នកោរសិភ្នី,0,0.6,0.8421052631578948,0.4444444444444444
preahatit,ព្រះអាទិត្យ,ព្រះទេត,0,0.5454545454545454,0.6666666666666665,0.45454545454545453
aathimutte,អធិមុត្តិ,អធិមូតិត,0,0.6666666666666667,0.823529411764706,0.3333333333333333
samrob,សម្រប,សម្រប់,0,0.8333333333333334,0.9090909090909091,0.2
samskar,សំស្ការ,សំស្ក,0,0.7142857142857143,0.8333333333333333,0.2857142857142857
bonlung,បន្លុង,បន្លុង,1,1.0,1.0,0.0
snan,ស្នាន,ស្នាន,1,1.0,1.0,0.0
aasav,អាសវ,អសវ,0,0.75,0.8571428571428571,0.25
bongkhom,បង្ខំ,បង្ខំ,1,1.0,1.0,0.0
knh,ខ្ញុំ,ខ្ញុ,0,0.8,0.888888888888889,0.2
trachiek,ត្រចៀក,ត្រជៀក,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
aaserika,អសិរិកា,អសិរិកា,1,1.0,1.0,0.0
haeranhnheuk,ហេរញ្ញិក,ហេរញ្ញិក,1,1.0,1.0,0.0
song,ស៊ង,សង,0,0.6666666666666667,0.8,0.3333333333333333
saropoan,សារព័ន,សរ័ព័ណ,0,0.5,0.6666666666666666,0.5
srayuv,ស្រយូវ,ស្រយុវ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
lbukkotao,ល្បុក្កតោ,ល្បក្កូតិក,0,0.6,0.7368421052631577,0.4444444444444444
tathanurub,តថានុរូប,តាឋារន្ធ,0,0.25,0.5,0.75
rongkuoh,រង្គោះ,រង្គួ,0,0.6666666666666667,0.7272727272727272,0.3333333333333333
reabosa,រាបសា,រាបសា,1,1.0,1.0,0.0
jerng,ជើង,ចឹង,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
uboyuvoreach,ឧបយុវរាជ,ឧបយុយកម្យ,0,0.4444444444444444,0.47058823529411764,0.625
kravech,ក្រវេច,ក្រវេច,1,1.0,1.0,0.0
batalat,ប៉ាតឡាត,បទាល័ត,0,0.4285714285714286,0.4615384615384615,0.5714285714285714
pheavnubnissai,ភាវនូបនិស្ស័យ,ភាហិនសន្សាសុទ្វ,0,0.33333333333333337,0.6428571428571429,0.7692307692307693
aovokod,អវកដ,អវកដ,1,1.0,1.0,0.0
anakatruostray,អ្នកត្រួសត្រាយ,អ្នកត្រាយស្ត,0,0.5714285714285714,0.923076923076923,0.42857142857142855
reachini,រាជិនី,រាជីនី,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
sombuk,សម្បុក,សម្បុក,1,1.0,1.0,0.0
bopvochcheakomm,បព្វជ្ជាកម្ម,បព្វជ្ជាកម្ម,1,1.0,1.0,0.0
mhajun,មហាជន,ម្ហាជន,0,0.8333333333333334,0.9090909090909091,0.2
ksot,ក្សត្រ,ក្សត,0,0.6666666666666667,0.8,0.3333333333333333
mothuros,មធុរស,ហុរធំស,0,0.33333333333333337,0.7272727272727272,0.8
pakthom,បឋម,ប៉ុខ្ធុំ,0,0.125,0.18181818181818182,2.3333333333333335
lomhok,លំហុក,លំហក់,0,0.6,0.8000000000000002,0.4
vongseaakkoreach,វង្សាអគ្គរាជ,វង់ស្ការវៈ,0,0.33333333333333337,0.5454545454545454,0.6666666666666666
mouk,មោក,មោក,1,1.0,1.0,0.0
jrokmlob,ជ្រកម្លប់,ច្រកម្លាប់,0,0.8,0.8421052631578948,0.2222222222222222
aosor,អសុរ,អសុរ,1,1.0,1.0,0.0
sobtrub,ស៊ុបទ្រុប,សប្ប្រទ,0,0.4444444444444444,0.75,0.5555555555555556
brochiech,ប្រចៀច,ប្រជៀច,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
slachhmoul,ស្លាឈ្មោល,ស្លាឈ្មោល,1,1.0,1.0,0.0
lmich,ល្មិច,ល្មិច,1,1.0,1.0,0.0
kit,គិត,កិត,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
aamendon,អាមេណ្ឌន,អាមេណ្ណដ,0,0.75,0.75,0.25
banhchrul,បញ្ជ្រុល,បញ្ជ្រុល,1,1.0,1.0,0.0
syam,ស្យាម,ស្យម,0,0.8,0.888888888888889,0.2
kamhat,កំហាត់,កំហាត់,1,1.0,1.0,0.0
uttan,ឧត្តាន,ឧត្តន,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
kamphaeng,កំផែង,កំផែង,1,1.0,1.0,0.0
chariya,ចរិយា,ចរិយា,1,1.0,1.0,0.0
aoah,ឱះ,អុះ,0,0.33333333333333337,0.4,1.0
sathearnarodthar,សាធារណរដ្ឋ,សាធារណ្ឌរាធ,0,0.5454545454545454,0.761904761904762,0.5
aonhchhaul,អញ្ឆើល,អញ្ឆើល,1,1.0,1.0,0.0
heuak,ហ៊ឺៈ,ហ៊ឹៈ,0,0.75,0.75,0.25
doreabna,ដរាបណា,រដាប់សាញ,0,0.375,0.7142857142857143,0.8333333333333334
volli,វល្លិ,វល្លី,0,0.8,0.8000000000000002,0.2
vol,វល់,វ៉ុឡ,0,0.25,0.28571428571428575,1.0
badekeriyea,បដិកិរិយា,បដិរិវាគី,0,0.4444444444444444,0.6666666666666666,0.5555555555555556
skar,ស្គរ,ស្ការ,0,0.6,0.6666666666666665,0.5
krohuong,ក្រហួង,ក្រហួង,1,1.0,1.0,0.0
pu,ពូ,ពុ,0,0.5,0.5,0.5
kaeng,កែង,កែង,1,1.0,1.0,0.0
rochchosomey,រជ្ជសម័យ,រជ្ជសម័យ,1,1.0,1.0,0.0
kilosik,គីឡូស៊ីក,គីលសិក,0,0.5,0.5714285714285715,0.5
chenhdamnaeur,ចេញដំណើរ,ចិង្វិត្រន,0,0.19999999999999996,0.22222222222222224,1.0
ubotis,ឧបទិស,ឧបទិស,1,1.0,1.0,0.0
therm,ត្រឹម,ថើម,0,0.19999999999999996,0.25,0.8
chaungkonhchau,ជើងកញ្ជើ,ជើងកញ្ចូ,0,0.75,0.75,0.25
braluoh,ប្រលោះ,ប្រលោះ,1,1.0,1.0,0.0
troub,ទ្រោប,ត្រោប,0,0.8,0.8000000000000002,0.2
sdouk,ស្ដូក,ស្ដូក,1,1.0,1.0,0.0
khmol,ខ្មុល,ខ្មល់,0,0.6,0.8000000000000002,0.4
brophour,ប្រផូរ,ប្រភោរ,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
beibam,បីបម,បីបម,1,1.0,1.0,0.0
samopheap,សមភាព,សមភាព,1,1.0,1.0,0.0
yong,យ៉ង,យង,0,0.6666666666666667,0.8,0.3333333333333333
aomreaek,អម្រែក,អម្រែក,1,1.0,1.0,0.0
khsoch,ខ្សុច,ខ្សុច,1,1.0,1.0,0.0
laeplop,ឡិបឡុប,ឡេតប៉ុប,0,0.5714285714285714,0.6153846153846153,0.5
saouch,ស្អូច,សោច,0,0.4,0.5,0.6
viveahkautok,វិវាហកៅតុក,វិវ័ក្ដៅក,0,0.5,0.631578947368421,0.5
koutrar,គោត្រ,គោត្រា,0,0.8333333333333334,0.9090909090909091,0.2
prueschek,ព្រឹស្ចិក,ព្រឹស្ជិក,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
sakyar,សក្យ,សាក្យ,0,0.8,0.888888888888889,0.25
mondolokiri,មណ្ឌលគិរី,មណ្ឌលគិរី,1,1.0,1.0,0.0
phkachhuk,ផ្កាឈូក,ផ្កាឈូក,1,1.0,1.0,0.0
boucheayonhnh,បូជាយញ្ញ,ប៉ុយឆាញាយ,0,0.2222222222222222,0.47058823529411764,0.875
vesveas,វ៉េសវ៉ាស,វេសវាស,0,0.75,0.8571428571428571,0.25
aosath,ឱសធ,អសាថ,0,0.25,0.28571428571428575,1.0
kraaeut,ក្រអឺត,ក្រអឺត,1,1.0,1.0,0.0
pechchhokhead,ពេជ្ឈឃាដ,ពេជជ័ជ្ដាស,0,0.4,0.6666666666666665,0.75
polikar,ពលិការ,ពលិការ,1,1.0,1.0,0.0
ther,ធ្វើ,ថេរ,0,0.0,0.0,1.0
phuk,ផូក,ភូក,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
karbrer,ការប្រើ,ការប្រើ,1,1.0,1.0,0.0
chantoupheas,ចន្ទោភាស,ចន្ទោភាស,1,1.0,1.0,0.0
sa,សា,សាំ,0,0.6666666666666667,0.8,0.5
romuolkrapau,រមួលក្រពើ,រម៉ោលរអំបើ,0,0.4,0.5263157894736842,0.6666666666666666
sath,សាធ,សាថ,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
kokaoek,កក្អឹក,កក្អឹក,1,1.0,1.0,0.0
sominthon,សមិន្ធន៍,សុមិនធន្ធ,0,0.5555555555555556,0.823529411764706,0.5
ronhebronhob,រញ៉ិបរញ៉ុប,រញ៉េតប្រញ់,0,0.4,0.6,0.6
thngai,ថ្ងៃ,ថ្ងៃ,1,1.0,1.0,0.0
srabak,ស្របក់,ស្របក់,1,1.0,1.0,0.0
sanmote,សន្មតិ,សន្មតិ,1,1.0,1.0,0.0
chamhoy,ចំហុយ,ចំហយ,0,0.8,0.888888888888889,0.2
aokror,អគ្រ,អគ្រ,1,1.0,1.0,0.0
sambokochab,សំបុកចាប,សម្បក់ខាណ,0,0.33333333333333337,0.47058823529411764,0.75
chori,ចរី,ចរី,1,1.0,1.0,0.0
vonechchea,វណិជ្ជា,វនេជ្ជា,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
bachchhacharyor,បច្ឆាចារ្យ,បច្ឆាច្យារុយ,0,0.75,0.9090909090909091,0.3
peasopenh,ពាសពេញ,ពាសុភាព,0,0.4285714285714286,0.6153846153846153,0.6666666666666666
konteavreav,កន្តាវរ៉ាវ,កន្ទាវាយា,0,0.6,0.631578947368421,0.4
chochrulchochruos,ជជ្រុលជជ្រួស,ជជ្រុងរជល្ចា,0,0.5,0.75,0.5
thaomveati,ថោមវាទី,ថោមវាទី,1,1.0,1.0,0.0
kout,គោត,គោត,1,1.0,1.0,0.0
kapal,កប៉ាល់,កាប៉ាល,0,0.6666666666666667,0.8333333333333334,0.3333333333333333
heranhnhirk,ហេរញ្ញិក,ហេរញ្ញិក,1,1.0,1.0,0.0
chma,ឆ្មា,ឆ្មា,1,1.0,1.0,0.0
bonhchot,បញ្ជត,បញ្ចត់,0,0.6666666666666667,0.7272727272727272,0.4
bongsukoul,បង្សុកូល,បង្សូកូល,0,0.875,0.875,0.125
ubokari,ឧបការី,ឧបការី,1,1.0,1.0,0.0
mok,ម៉ក់ៗ,មក្ខ,0,0.4,0.4444444444444445,0.6
honhory,ហ៊ុនហយ,ហាណហូយ,0,0.33333333333333337,0.5,0.6666666666666666
seiparet,ស៊ីប៉ារេត,សពីរិត,0,0.4444444444444444,0.5333333333333333,0.5555555555555556
sarsamkhan,សារសំខាន់,សាសារមខណ៍,0,0.2222222222222222,0.6666666666666666,0.7777777777777778
robom,របុំ,របម,0,0.5,0.5714285714285715,0.5
bramout,ប្រាមោទ្យ,ប្រមោត,0,0.5555555555555556,0.6666666666666667,0.4444444444444444
bropheas,ប្រភាស,ប្រភាស,1,1.0,1.0,0.0
khchaeuch,ខ្ជើច,ខ្ជើច,1,1.0,1.0,0.0
thamvon,ថាមវន្ត,ថំវាន,0,0.2857142857142857,0.6666666666666666,0.7142857142857143
kngechkngok,ក្ងិចក្ងក់,ក្ចិងក្ដំច,0,0.5,0.7,0.5
baphdiech,ប៉ផ្ដៀច,ប៉ផ្ដៀច,1,1.0,1.0,0.0
uyyouthik,ឧយ្យោធិក,ឧយយ្ឍក់,0,0.375,0.6666666666666666,0.625
souphi,សូភី,ស៊ូភី,0,0.8,0.888888888888889,0.25
aangrut,អង្រុត,អង្រុត,1,1.0,1.0,0.0
ben,ប៉ិន,ប៉េន,0,0.75,0.75,0.25
tambiet,តម្បៀត,តម្បៀត,1,1.0,1.0,0.0
chak,ចក់,ចាក់,0,0.75,0.8571428571428571,0.3333333333333333
thves,ធ្វេស,ថ្វេស,0,0.8,0.8000000000000002,0.2
reachrothaphibal,រាជរដ្ឋាភិបាល,រាជរថប្លេញ,0,0.3076923076923077,0.608695652173913,0.6923076923076923
aakhousan,អាឃោសន,អឃោសន,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
aonves,អន្វេស,អន្សិវ,0,0.5,0.8333333333333334,0.5
aothyeasrai,អធ្យាស្រ័យ,អធ្យាស្រី,0,0.8,0.8421052631578948,0.2
aaphitous,អភិទោស,អភិទោស,1,1.0,1.0,0.0
thaok,ថោក,ថោក,1,1.0,1.0,0.0
oke,អូខេ,អគិ,0,0.25,0.28571428571428575,0.75
brobret,ប្រព្រឹត្ត,ប្រប្រិត,0,0.6,0.6666666666666665,0.4
reab,រៀប,រាប់,0,0.5,0.5714285714285715,0.6666666666666666
hanpheakey,ហានភាគិយ,ហានហុរិយស,0,0.5555555555555556,0.5882352941176471,0.5
meanorongeav,មាន់រងាវ,មានារងវ,0,0.75,0.9333333333333333,0.25
thnas,ថ្នាស,ថ្នាស់,0,0.8333333333333334,0.9090909090909091,0.2
klach,ខ្លាច,ក្លាច់,0,0.6666666666666667,0.7272727272727272,0.4
mochchhopoanthor,មច្ឆព័ន្ធ,មច្ឆនភាទុ,0,0.4444444444444444,0.5555555555555556,0.5555555555555556
saksom,ស័ក្តិសម,សាក្សម,0,0.625,0.7142857142857143,0.375
virubakkhar,វិរូបក្ខ,វិរុបក្ខរ,0,0.7777777777777778,0.823529411764706,0.25
thangyat,ថងយ៉ត,ថងយាត់,0,0.6666666666666667,0.7272727272727272,0.4
komphi,គម្ភីរ,កម្ភី,0,0.6666666666666667,0.7272727272727272,0.3333333333333333
aakun,អគុណ,អគុណ្ណ,0,0.6666666666666667,0.8,0.5
bossoroth,បុស្សរថ,បស្សុរ្ធ,0,0.5,0.7999999999999999,0.5714285714285714
kravong,ក្រវង់,ក្រវាំង,0,0.5714285714285714,0.7692307692307692,0.5
khchab,ខ្ជាប់,ខ្ជប,0,0.6666666666666667,0.8,0.3333333333333333
youchn,យោជន៍,យោជន៍,1,1.0,1.0,0.0
kangkeb,កង្កែប,កង្កែប,1,1.0,1.0,0.0
kaoseyvobbokom,កោសេយ្យវប្បកម្ម,កោសេយ្យសនុម្មណ៍,0,0.5333333333333333,0.6666666666666666,0.4666666666666667
bangkeav,បង្គាវ,បង្កាវ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
kraniev,ក្រនៀវ,ក្រណៀវ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
skar,ស្គារ,ស្ការ,0,0.8,0.8000000000000002,0.2
sombeach,សម្បាច់,សម្បាច,0,0.8571428571428572,0.923076923076923,0.14285714285714285
bralaeng,ប្រឡែង,ប្រឡែង,1,1.0,1.0,0.0
hatthekoubak,ហត្ថិគោបក,ហត្ថិគោបក,1,1.0,1.0,0.0
soriyoudei,សុរិយោដី,សុរីយោដុ,0,0.75,0.875,0.25
phaen,ផែន,ផែន,1,1.0,1.0,0.0
smos,ស្មោះ,ស្មុស,0,0.6,0.6,0.4
lomdaoy,លំដោយ,លំដ័យ,0,0.8,0.8000000000000002,0.2
aonthueum,អន្ថឺម,អន្ថូម,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
sampovthoy,សំពៅថយ,សំសុញតុះ,0,0.25,0.28571428571428575,1.0
baosalean,បោសលាន,បោសាលាន,0,0.8571428571428572,0.923076923076923,0.16666666666666666
brateungaoeah,ប្រតឺងអ៊ឺះ,ប្រតើងចើស,0,0.5,0.5263157894736842,0.5
lerngchang,ឡើងចាង,ឡើងចាង,1,1.0,1.0,0.0
kechka,កិច្ចការ,កេចក្ច,0,0.375,0.7142857142857143,0.625
lu,ឡូ,លូ,0,0.5,0.5,0.5
chreae,ជ្រែ,ជ្រែ,1,1.0,1.0,0.0
kdoeang,ក្ដឿង,ក្ដឹង,0,0.8,0.8000000000000002,0.2
sonntea,សុនន្ទា,សន្នាតា,0,0.4285714285714286,0.7142857142857143,0.5714285714285714
veyyeakor,វេយ្យាករណ៍,វៃយាក្យ,0,0.4,0.7058823529411764,0.6
thling,ធ្លីង,ធ្លីង,1,1.0,1.0,0.0
thamopheap,ថាមភាព,ថាមភាព,1,1.0,1.0,0.0
aokki,អគ្គិ,អគ្គី,0,0.8,0.8000000000000002,0.2
yor,យក,យោរ,0,0.33333333333333337,0.4,1.0
kumneab,គំនាប់,គំនាប,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
bopveak,បព្វៈ,ប៉ប៉ាវក,0,0.2857142857142857,0.3333333333333333,1.0
neaneasamveas,នានាសំវាស,នានាសមវាត,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
mlis,ម្លិះ,ម្លេស,0,0.6,0.6,0.4
chaorkheatkamm,ចោរឃាតកម្ម,ចោរឃាគករី,0,0.6,0.631578947368421,0.4
tolhakari,ទឡ្ហការី,តឡាខ្រាយ,0,0.125,0.5,0.875
lmuoch,ល្មួច,ល្មួច,1,1.0,1.0,0.0
viha,វិហា,វិហា,1,1.0,1.0,0.0
ubatinnok,ឧបាទិន្នក,ឧបទិន្គន,0,0.6666666666666667,0.823529411764706,0.3333333333333333
chhautrang,ឈើត្រង់,ឈើត្រង់,1,1.0,1.0,0.0
aabasakte,អបសក្តិ,អបសក្តិ,1,1.0,1.0,0.0
kantreanh,កន្ទ្រាញ,កន្ត្រាញ,0,0.875,0.875,0.125
sokhelpheasei,សខិលភាសី,សខិលភាសី,1,1.0,1.0,0.0
boromesvoreak,បរមេស្វរៈ,បរមិស្វរៈ,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
bansutthor,បន្សុទ្ធ,បន្សុទ្ធ,1,1.0,1.0,0.0
kokrum,គគ្រុម,គគ្រុម,1,1.0,1.0,0.0
chhkoeng,ឆ្កឹង,ឆ្កឹង,1,1.0,1.0,0.0
ichchha,ឥច្ឆា,ហិច្ឆា,0,0.6666666666666667,0.7272727272727272,0.4
kolab,កុលាប,កលាប,0,0.8,0.888888888888889,0.2
kotonhnhu,កតញ្ញូ,កតញ្ញូ,1,1.0,1.0,0.0
kangvol,កង្វល់,កង្វល់,1,1.0,1.0,0.0
kamneh,កំណេះ,កំណេះ,1,1.0,1.0,0.0
nges,ង៉េសៗ,ដំ,0,0.0,0.0,1.0
aabotteka,អបុត្តិកា,អបុត្តិកា,1,1.0,1.0,0.0
kriev,ក្រៀវ,គ្រៀវ,0,0.8,0.8000000000000002,0.2
khpongokhpos,ខ្ពង់ខ្ពស់,ខ្ពង់ខ្សូព,0,0.7,0.9,0.3
bradan,ប្រដាន់,ប្រដាន់,1,1.0,1.0,0.0
honumean,ហនុមាន,ហនុមាន,1,1.0,1.0,0.0
kjos,ខ្ចោះ,ចក្សុះ,0,0.33333333333333337,0.5454545454545454,0.8
pru,ព្រូ,ព្រុ,0,0.75,0.75,0.25
chrukprul,ជ្រូកព្រុល,ជ្រុរម្ប៉ូច,0,0.36363636363636365,0.6666666666666666,0.7
slev,ស្លេវ,ស្លេវ,1,1.0,1.0,0.0
burma,ភូមា,ប្ហារម្ស,0,0.125,0.3333333333333333,1.75
pichetror,ពិចិត្រ,ពិចិរត្រ,0,0.875,0.9333333333333333,0.14285714285714285
basopyeabal,បសុព្យាបាល,បសុព្យាបាល,1,1.0,1.0,0.0
dos,ដុស,ដុស,1,1.0,1.0,0.0
kaob,កោប,កោប,1,1.0,1.0,0.0
ptorn,ផ្ទាន់,បន្ទាន់,0,0.7142857142857143,0.7692307692307692,0.3333333333333333
nhuek,ញឹកៗ,ញឹក,0,0.75,0.8571428571428571,0.25
riebjom,រៀបចំ,រៀរបុខ,0,0.5,0.5454545454545454,0.6
srakuk,ស្រគុក,ស្រគុក,1,1.0,1.0,0.0
perb,ពើប,ប៉ឺប,0,0.25,0.28571428571428575,1.0
chok,ចក់,ចក,0,0.6666666666666667,0.8,0.3333333333333333
chrokachchrokouv,ច្រកាចច្រកូវ,ច្រកាចច្រកូវ,1,1.0,1.0,0.0
trobah,ត្របះ,ត្របះ,1,1.0,1.0,0.0
mniengselea,ម្នាងសិលា,ម្នីម៉ែងតែ,0,0.30000000000000004,0.4210526315789474,0.7777777777777778
chralas,ច្រឡាស,ច្រឡាស,1,1.0,1.0,0.0
aomitapheak,អមិតាភៈ,អមិតាភាគ,0,0.75,0.7999999999999999,0.2857142857142857
srous,ស្រូស,ស្រូស,1,1.0,1.0,0.0
chhvach,ឆ្វាច,ឆ្វាច់,0,0.8333333333333334,0.9090909090909091,0.2
bleum,ប្លឺម,ប្លឹមៗ,0,0.6666666666666667,0.7272727272727272,0.4
vitekkom,វីតិក្កម,វិទិកកម,0,0.625,0.6666666666666666,0.375
kompikkompok,កំពីកកំពក,កំសីរគំងាប,0,0.4,0.4210526315789474,0.6666666666666666
haomrung,ហោមរោង,ហោមរោង,1,1.0,1.0,0.0
khol,ខុល,ខុល,1,1.0,1.0,0.0
ja,ចា៎,ចា៎,1,1.0,1.0,0.0
bahonokak,បាហុនកៈ,បាហនកៈ,0,0.8571428571428572,0.923076923076923,0.14285714285714285
aayoskar,អយស្ការ,អយស្ការ,1,1.0,1.0,0.0
brophnoul,ប្រផ្នូល,ប្រផ្នូល,1,1.0,1.0,0.0
putlomnhong,ពុតលំញង,ពុតម្លញង់,0,0.5555555555555556,0.75,0.5714285714285714
veayu,វាយុ,វាយុ,1,1.0,1.0,0.0
bronhuek,ប្រញឹក,ប្រញឹក,1,1.0,1.0,0.0
rumlom,រំលំ,រំលំ,1,1.0,1.0,0.0
tauhu,តៅហ៊ូ,ទើហូ,0,0.4,0.4444444444444445,0.6
torun,តរុណ,តុរណូ,0,0.4,0.888888888888889,0.75
bonter,បន្ទេរ,បន្ទែរ,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
troek,ត្រឹក,ត្រឹកៗ,0,0.8333333333333334,0.9090909090909091,0.2
hem,ហេម,ហេម,1,1.0,1.0,0.0
srateang,ស្រទាង,ស្រទាំង,0,0.8571428571428572,0.923076923076923,0.16666666666666666
tbar,ត្បារ,ត្បារ,1,1.0,1.0,0.0
parang,បារាំង,ពារង្ស,0,0.33333333333333337,0.5,0.6666666666666666
kronan,ក្រណាន់,ក្រណាន់,1,1.0,1.0,0.0
koleachpheach,កុលាលភាជន៍,គលាចាភិដ,0,0.30000000000000004,0.4444444444444445,0.7
ryksapear,ឫក្សពារ,ឫក្សព័រ,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
aakkhatevi,អក្ខទេវី,អក្ខទេវី,1,1.0,1.0,0.0
romlok,រំលោក,រម្លក់,0,0.33333333333333337,0.5454545454545454,0.8
rokhenh,រខិញ,រខិញ,1,1.0,1.0,0.0
pipnrnea,ពិពណ៌នា,ពិន្របាណ,0,0.375,0.6666666666666666,0.7142857142857143
ton,តោន,តន់,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
sovinhnheanokak,សវិញ្ញាណកៈ,សវិញ្ញកណៈ,0,0.8,0.9473684210526316,0.2
chaungpel,ជើងពេល,ជើងពែល,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
konhchas,កញ្ចាស់,កញ្ចាស់,1,1.0,1.0,0.0
ronthoveasei,រន្ធវាសី,រន្ធវាសី,1,1.0,1.0,0.0
