Input_English,Target_Khmer,Predicted_Khmer,Word_Acc,Char_Acc,F1,CER
korkaos,កកោស,ក្រក្រក្រក្រក្រក្រក្រក្រ,0,0.08333333333333337,0.14285714285714285,5.5
loupheak,លោភៈ,ពោក,0,0.25,0.28571428571428575,0.75
saropau,សារពើ,អារ,0,0.4,0.5,0.6
chaorblan,ចោរប្លន់,ប្រឡាលាលាលាលាលាលាលាលាលាល,0,0.08333333333333337,0.25,2.75
aayonokal,អយនកាល,អន្អន្អន្អន្អន្អន្អន្អន្,0,0.08333333333333337,0.13333333333333333,3.6666666666666665
sloekkrei,ស្លឹកគ្រៃ,សិក្រិក្រិក្រិក្រិក្រិក្,0,0.20833333333333337,0.30303030303030304,2.111111111111111
sarpheap,សារភាព,ផាព្រះព្រះព្រះព្រះព្រះព្,0,0.125,0.2,3.5
lout,លោទ,ទួល,0,0.0,0.6666666666666666,1.0
bonhchika,បញ្ជិកា,បញ្ជិច,0,0.7142857142857143,0.7692307692307692,0.2857142857142857
ous,អូស,សួសួសួសួសួសួសួសួសួសួសួសួ,0,0.04166666666666663,0.07407407407407407,7.666666666666667
dangprey,ដងព្រៃ,ផ្ដង,0,0.16666666666666663,0.6,0.8333333333333334
chokrokroesnor,ចក្រក្រឹស្ណ,រករករករករករករករករករករករក,0,0.16666666666666663,0.2285714285714286,1.8181818181818181
hosoneak,ហសនៈ,សនា,0,0.5,0.5714285714285715,0.5
brohaong,ប្រហោង,បង្រហោះ,0,0.7142857142857143,0.923076923076923,0.3333333333333333
vichlodthan,វិជលដ្ឋាន,វិល,0,0.33333333333333337,0.5,0.6666666666666666
laemlom,ឡិមឡុម,លម្លម្លម្លម្លម្លម្លម្លម្,0,0.08333333333333337,0.13333333333333333,3.6666666666666665
mekar,មេការ,ក,0,0.19999999999999996,0.33333333333333337,0.8
kompeut,កំប៉ឺត,ក,0,0.16666666666666663,0.2857142857142857,0.8333333333333334
khvach,ខ្វាច,ឆ្វាច្វាច្វាច្វាច្វាច្វា,0,0.16666666666666663,0.27586206896551724,4.0
reskun,រិះគន់,ស្រឹក,0,0.0,0.1818181818181818,1.0
chatchaeng,ចាត់ចែង,ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្,0,0.08333333333333337,0.12903225806451613,3.142857142857143
aachmokok,អាចម៍កុក,អកាកាកាកាកាកាកាកាកាកាកាក,0,0.16666666666666663,0.25,2.5
aovosor,អវសរ,អវ,0,0.5,0.6666666666666666,0.5
vinh,វិញ,ហ្វិន,0,0.4,0.5,1.0
bongheae,បង្ហែ,បង្ហែង្ហែង្ហែង្ហែង្ហែង្ហ,0,0.20833333333333337,0.3448275862068966,3.8
krongreach,គ្រងរាជ្យ,ច្រារារារារារារារារារារា,0,0.16666666666666663,0.24242424242424243,2.2222222222222223
kondei,កុណ្ឌី,ក្ដៀន,0,0.16666666666666663,0.3636363636363636,0.8333333333333334
lang,ឡាំង,ឡាំង,1,1.0,1.0,0.0
slat,ស្លត,ស្លាលាលាលាលាលាលាលាលាលាលា,0,0.125,0.21428571428571427,5.25
haembopean,ហេម្បូពាន្ត,ប៉ែប៉ែប៉ែប៉ែប៉ែប៉ែប៉ែប៉ែ,0,0.04166666666666663,0.05714285714285715,2.090909090909091
tumhum,ទំហំ,មូមូមូមូមូមូមូមូមូមូមូមូ,0,0.0,0.0,6.0
aontreak,អន្ត្រាក់,អន្រារារារារារារារារារារ,0,0.20833333333333337,0.30303030303030304,2.111111111111111
skay,ស្គាយ,ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្,0,0.08333333333333337,0.13793103448275862,4.4
kompok,កំប៉ុក,កំពកំពកំពកំពកំពកំពកំពកំព,0,0.125,0.2,3.5
turoyos,ទុរយស,ស្រយ,0,0.4,0.6666666666666665,0.6
satis,សាទិស,សាសាសាសាសាសាសាសាសាសាសាសា,0,0.125,0.20689655172413793,4.2
lngiem,ល្ងៀម,ម្លៀង,0,0.4,1.0,0.6
pueng,ពឹង,ពឹង,1,1.0,1.0,0.0
nokorsaophini,នគរសោភិនី,អភិនី,0,0.4444444444444444,0.5714285714285714,0.5555555555555556
preahatit,ព្រះអាទិត្យ,អភិត្រាត្រាត្រាត្រាត្រាត,0,0.20833333333333337,0.4,1.7272727272727273
aathimutte,អធិមុត្តិ,អធិត,0,0.4444444444444444,0.6153846153846153,0.5555555555555556
samrob,សម្រប,សម្រម្រម្រម្រម្រម្រម្រម្,0,0.16666666666666663,0.27586206896551724,4.0
samskar,សំស្ការ,ស្រស្រស្រស្រស្រស្រស្រស្រ,0,0.16666666666666663,0.25806451612903225,2.857142857142857
bonlung,បន្លុង,បង,0,0.33333333333333337,0.5,0.6666666666666666
snan,ស្នាន,សន,0,0.4,0.5714285714285715,0.6
aasav,អាសវ,អាវ,0,0.75,0.8571428571428571,0.25
bongkhom,បង្ខំ,បង្ហង្ហង្ហង្ហង្ហង្ហង្ហង្,0,0.125,0.20689655172413793,4.2
knh,ខ្ញុំ,ខ្ន,0,0.4,0.5,0.6
trachiek,ត្រចៀក,ចិចិចិចិចិចិចិចិចិចិចិចិ,0,0.04166666666666663,0.06666666666666667,3.8333333333333335
aaserika,អសិរិកា,អសារិការិការិការិការិការ,0,0.29166666666666663,0.45161290322580644,2.4285714285714284
haeranhnheuk,ហេរញ្ញិក,ហេញាញាញាញាញាញាញាញាញាញាញា,0,0.16666666666666663,0.25,2.5
song,ស៊ង,សង,0,0.6666666666666667,0.8,0.3333333333333333
saropoan,សារព័ន,អន,0,0.16666666666666663,0.25,0.8333333333333334
srayuv,ស្រយូវ,ស្រវ,0,0.6666666666666667,0.8,0.3333333333333333
lbukkotao,ល្បុក្កតោ,បក,0,0.2222222222222222,0.3636363636363636,0.7777777777777778
tathanurub,តថានុរូប,ប្រុប្រុប្រុប្រុប្រុប្រុ,0,0.125,0.1875,2.625
rongkuoh,រង្គោះ,រង្រង្រង្រង្រង្រង្រង្រង្,0,0.125,0.2,3.5
reabosa,រាបសា,ប្រាស,0,0.19999999999999996,0.8000000000000002,0.8
jerng,ជើង,ចេង,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
uboyuvoreach,ឧបយុវរាជ,ប្រវោជ្រវោជ្រវោជ្រវោជ្រវ,0,0.125,0.25,2.625
kravech,ក្រវេច,ក្រវាច្រវាច្រវាច្រវាច្រវ,0,0.20833333333333337,0.33333333333333337,3.1666666666666665
batalat,ប៉ាតឡាត,ត,0,0.1428571428571429,0.25,0.8571428571428571
pheavnubnissai,ភាវនូបនិស្ស័យ,សនិសនិសនិសនិសនិសនិសនិសនិ,0,0.20833333333333337,0.2702702702702703,1.4615384615384615
aovokod,អវកដ,អវ,0,0.5,0.6666666666666666,0.5
anakatruostray,អ្នកត្រួសត្រាយ,អន្រ,0,0.2857142857142857,0.4444444444444445,0.7142857142857143
reachini,រាជិនី,ជី,0,0.33333333333333337,0.5,0.6666666666666666
sombuk,សម្បុក,ស្ប,0,0.5,0.6666666666666666,0.5
bopvochcheakomm,បព្វជ្ជាកម្ម,បចម្ចម្ចម្ចម្ចម្ចម្ចម្ចម,0,0.25,0.3333333333333333,1.5
mhajun,មហាជន,ចំ,0,0.0,0.0,1.0
ksot,ក្សត្រ,ស្ត,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
mothuros,មធុរស,សម្រ,0,0.19999999999999996,0.6666666666666665,0.8
pakthom,បឋម,ផ្ភកំផ្ភកំផ្ភកំផ្ភកំផ្ភក,0,0.0,0.0,8.0
lomhok,លំហុក,ម្ល,0,0.0,0.25,1.0
vongseaakkoreach,វង្សាអគ្គរាជ,ស្កាស្កាស្កាស្កាស្កាស្កា,0,0.16666666666666663,0.2777777777777778,1.6666666666666667
mouk,មោក,គោម,0,0.33333333333333337,0.6666666666666666,0.6666666666666666
jrokmlob,ជ្រកម្លប់,ប់,0,0.2222222222222222,0.3636363636363636,0.7777777777777778
aosor,អសុរ,អសរ,0,0.75,0.8571428571428571,0.25
sobtrub,ស៊ុបទ្រុប,ប្រប្រប្រប្រប្រប្រប្រប្រ,0,0.16666666666666663,0.24242424242424243,2.2222222222222223
brochiech,ប្រចៀច,ប,0,0.16666666666666663,0.2857142857142857,0.8333333333333334
slachhmoul,ស្លាឈ្មោល,លោលោលោលោលោលោលោលោលោលោលោលោ,0,0.125,0.18181818181818182,2.3333333333333335
lmich,ល្មិច,ច,0,0.19999999999999996,0.33333333333333337,0.8
kit,គិត,ទិត,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
aamendon,អាមេណ្ឌន,អណ្ដាន,0,0.375,0.7142857142857143,0.625
banhchrul,បញ្ជ្រុល,បញ្រឡ្រឡ្រឡ្រឡ្រឡ្រឡ្រឡ្,0,0.20833333333333337,0.3125,2.375
syam,ស្យាម,សំ,0,0.19999999999999996,0.28571428571428575,0.8
kamhat,កំហាត់,ថាត់,0,0.5,0.6,0.5
uttan,ឧត្តាន,ទូត,0,0.16666666666666663,0.2222222222222222,0.8333333333333334
kamphaeng,កំផែង,ផ្កំផ្កំផ្កំផ្កំផ្កំផ្កំ,0,0.125,0.20689655172413793,4.2
chariya,ចរិយា,អាយ,0,0.19999999999999996,0.5,0.8
aoah,ឱះ,អហោ,0,0.0,0.0,1.5
sathearnarodthar,សាធារណរដ្ឋ,រដ្ឋារដ្ឋារដ្ឋារដ្ឋារដ្ឋ,0,0.29166666666666663,0.4117647058823529,1.7
aonhchhaul,អញ្ឆើល,អញ្លោះ,0,0.5,0.6666666666666666,0.5
heuak,ហ៊ឺៈ,ហ៊ឺះ,0,0.75,0.75,0.25
doreabna,ដរាបណា,បណ្ដាបណ្ដាបណ្ដាបណ្ដាបណ្ដ,0,0.20833333333333337,0.33333333333333337,3.1666666666666665
volli,វល្លិ,ល្ល្ល្ល្ល្ល្ល្ល្ល្ល្ល្ល្,0,0.125,0.20689655172413793,4.2
vol,វល់,លៅ,0,0.33333333333333337,0.4,0.6666666666666666
badekeriyea,បដិកិរិយា,ប្ដី,0,0.11111111111111116,0.30769230769230765,0.8888888888888888
skar,ស្គរ,ស្រារារារារារារារារារារា,0,0.125,0.21428571428571427,5.25
krohuong,ក្រហួង,រង្រង្រង្រង្រង្រង្រង្រង្,0,0.125,0.2,3.5
pu,ពូ,ពូ,1,1.0,1.0,0.0
kaeng,កែង,កា,0,0.33333333333333337,0.4,0.6666666666666666
rochchosomey,រជ្ជសម័យ,ចម្រជ្រជ្រជ្រជ្រជ្រជ្រជ្,0,0.16666666666666663,0.3125,2.5
kilosik,គីឡូស៊ីក,សក,0,0.25,0.4,0.75
chenhdamnaeur,ចេញដំណើរ,ដើញ,0,0.25,0.5454545454545454,0.75
ubotis,ឧបទិស,ឧបូត,0,0.4,0.4444444444444445,0.6
therm,ត្រឹម,មេត,0,0.0,0.5,1.0
chaungkonhchau,ជើងកញ្ជើ,ច្ជើង្ជើង្ជើង្ជើង្ជើង្ជើ,0,0.25,0.375,2.25
braluoh,ប្រលោះ,ប្រឡប្រឡប្រឡប្រឡប្រឡប្រឡ,0,0.125,0.2,3.5
troub,ទ្រោប,ប្រួត,0,0.4,0.6,0.6
sdouk,ស្ដូក,ស្ដូស្ដូស្ដូស្ដូស្ដូស្ដូ,0,0.16666666666666663,0.27586206896551724,4.0
khmol,ខ្មុល,ខ្ល,0,0.6,0.7499999999999999,0.4
brophour,ប្រផូរ,ប្រ,0,0.5,0.6666666666666666,0.5
beibam,បីបម,ប,0,0.25,0.4,0.75
samopheap,សមភាព,សម្ព,0,0.6,0.6666666666666665,0.4
yong,យ៉ង,យ,0,0.33333333333333337,0.5,0.6666666666666666
aomreaek,អម្រែក,អែក,0,0.5,0.6666666666666666,0.5
khsoch,ខ្សុច,ស,0,0.19999999999999996,0.33333333333333337,0.8
laeplop,ឡិបឡុប,ពល,0,0.0,0.0,1.0
saouch,ស្អូច,ស,0,0.19999999999999996,0.33333333333333337,0.8
viveahkautok,វិវាហកៅតុក,វិវិវិវិវិវិវិវិវិវិវិវិ,0,0.125,0.17647058823529413,2.1
koutrar,គោត្រ,រ,0,0.19999999999999996,0.33333333333333337,0.8
prueschek,ព្រឹស្ចិក,ពេស,0,0.2222222222222222,0.3333333333333333,0.7777777777777778
sakyar,សក្យ,សាយ,0,0.5,0.5714285714285715,0.5
mondolokiri,មណ្ឌលគិរី,មិលិលិលិលិលិលិលិលិលិលិលិ,0,0.125,0.18181818181818182,2.3333333333333335
phkachhuk,ផ្កាឈូក,ផ្ច,0,0.2857142857142857,0.4,0.7142857142857143
boucheayonhnh,បូជាយញ្ញ,បញ្ជន,0,0.25,0.6153846153846154,0.75
vesveas,វ៉េសវ៉ាស,ស្វេស្វេស្វេស្វេស្វេស្វេ,0,0.20833333333333337,0.3125,2.375
aosath,ឱសធ,អសា,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
kraaeut,ក្រអឺត,អើក,0,0.16666666666666663,0.4444444444444444,0.8333333333333334
pechchhokhead,ពេជ្ឈឃាដ,ផ្ដិច,0,0.125,0.3076923076923077,0.875
polikar,ពលិការ,ពិក្រិក្រិក្រិក្រិក្រិក្,0,0.16666666666666663,0.26666666666666666,3.3333333333333335
ther,ធ្វើ,ហិត,0,0.0,0.0,1.0
phuk,ផូក,ផ្រ,0,0.33333333333333337,0.3333333333333333,0.6666666666666666
karbrer,ការប្រើ,ប្រារារារារារារារារារារា,0,0.125,0.3225806451612903,3.0
chantoupheas,ចន្ទោភាស,សន្ទ,0,0.375,0.6666666666666666,0.625
sa,សា,សា,1,1.0,1.0,0.0
romuolkrapau,រមួលក្រពើ,រោក្រោក្រោក្រោក្រោក្រោក្,0,0.16666666666666663,0.24242424242424243,2.2222222222222223
sath,សាធ,សាសាសាសាសាសាសាសាសាសាសាសា,0,0.08333333333333337,0.14814814814814814,7.333333333333333
kokaoek,កក្អឹក,ក,0,0.16666666666666663,0.2857142857142857,0.8333333333333334
sominthon,សមិន្ធន៍,សនិនិនិនិនិនិនិនិនិនិនិន,0,0.16666666666666663,0.25,2.5
ronhebronhob,រញ៉ិបរញ៉ុប,ប្រញ្រញ្រញ្រញ្រញ្រញ្រញ្រ,0,0.16666666666666663,0.29411764705882354,2.0
thngai,ថ្ងៃ,ថ្ហ៊ីង,0,0.33333333333333337,0.6,1.0
srabak,ស្របក់,ប្រាសាសាសាសាសាសាសាសាសាសា,0,0.08333333333333337,0.26666666666666666,3.6666666666666665
sanmote,សន្មតិ,សមាន្ទាន្ទាន្ទាន្ទាន្ទាន,0,0.125,0.26666666666666666,3.5
chamhoy,ចំហុយ,ឆាយ,0,0.19999999999999996,0.25,0.8
aokror,អគ្រ,រ,0,0.25,0.4,0.75
sambokochab,សំបុកចាប,បាបាបាបាបាបាបាបាបាបាបាបា,0,0.125,0.1875,2.625
chori,ចរី,ចរី,1,1.0,1.0,0.0
vonechchea,វណិជ្ជា,ចេចេចេចេចេចេចេចេចេចេចេចេ,0,0.0,0.0,3.4285714285714284
bachchhacharyor,បច្ឆាចារ្យ,ប្រច្រច្រច្រច្រច្រច្រច្រ,0,0.25,0.35294117647058826,1.8
peasopenh,ពាសពេញ,ព,0,0.16666666666666663,0.2857142857142857,0.8333333333333334
konteavreav,កន្តាវរ៉ាវ,វាវាវាវាវាវាវាវាវាវាវាវា,0,0.16666666666666663,0.23529411764705882,2.0
chochrulchochruos,ជជ្រុលជជ្រួស,ជ្ជ្ជ្ជ្ជ្ជ្ជ្ជ្ជ្ជ្ជ្ជ្,0,0.25,0.3333333333333333,1.5
thaomveati,ថោមវាទី,អធិត្ថាត្ថាត្ថាត្ថាត្ថាត,0,0.08333333333333337,0.12903225806451613,3.142857142857143
kout,គោត,ទុក,0,0.0,0.0,1.0
kapal,កប៉ាល់,ក់,0,0.33333333333333337,0.5,0.6666666666666666
heranhnhirk,ហេរញ្ញិក,ហិញ,0,0.25,0.5454545454545454,0.75
chma,ឆ្មា,ចំ,0,0.0,0.0,1.0
bonhchot,បញ្ជត,បញ្ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្ច,0,0.125,0.20689655172413793,4.2
bongsukoul,បង្សុកូល,បង្លោះ,0,0.375,0.5714285714285715,0.625
ubokari,ឧបការី,បរិក,0,0.16666666666666663,0.6,0.8333333333333334
mok,ម៉ក់ៗ,ម,0,0.19999999999999996,0.33333333333333337,0.8
honhory,ហ៊ុនហយ,ហុញយ,0,0.5,0.6,0.5
seiparet,ស៊ីប៉ារេត,ពិតិតិតិតិតិតិតិតិតិតិតិ,0,0.04166666666666663,0.06060606060606061,2.5555555555555554
sarsamkhan,សារសំខាន់,ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្,0,0.08333333333333337,0.12121212121212122,2.4444444444444446
robom,របុំ,ប្រម,0,0.0,0.5,1.0
bramout,ប្រាមោទ្យ,ប្រម,0,0.4444444444444444,0.6153846153846153,0.5555555555555556
bropheas,ប្រភាស,ប្រះ,0,0.5,0.6,0.5
khchaeuch,ខ្ជើច,ឆើច,0,0.4,0.5,0.6
thamvon,ថាមវន្ត,ថ្មវត,0,0.5714285714285714,0.8333333333333333,0.42857142857142855
kngechkngok,ក្ងិចក្ងក់,កង្កង្កង្កង្កង្កង្កង្កង្,0,0.29166666666666663,0.4117647058823529,1.7
baphdiech,ប៉ផ្ដៀច,បដី,0,0.2857142857142857,0.4,0.7142857142857143
uyyouthik,ឧយ្យោធិក,យោយោយោយោយោយោយោយោយោយោយោយោ,0,0.125,0.1875,2.625
souphi,សូភី,ស,0,0.25,0.4,0.75
aangrut,អង្រុត,អាំង,0,0.16666666666666663,0.4,0.8333333333333334
ben,ប៉ិន,ប,0,0.25,0.4,0.75
tambiet,តម្បៀត,ទី,0,0.0,0.0,1.0
chak,ចក់,ចាចាចាចាចាចាចាចាចាចាចាចា,0,0.04166666666666663,0.07407407407407407,7.666666666666667
thves,ធ្វេស,ស្វេស្វេស្វេស្វេស្វេស្វេ,0,0.16666666666666663,0.27586206896551724,4.0
reachrothaphibal,រាជរដ្ឋាភិបាល,ប្រះប្រះប្រះប្រះប្រះប្រះ,0,0.16666666666666663,0.21621621621621623,1.5384615384615385
aakhousan,អាឃោសន,អសាសាសាសាសាសាសាសាសាសាសាស,0,0.125,0.2,3.5
aonves,អន្វេស,សន,0,0.16666666666666663,0.5,0.8333333333333334
aothyeasrai,អធ្យាស្រ័យ,អធិសាយ,0,0.4,0.625,0.6
aaphitous,អភិទោស,អភិសា,0,0.5,0.7272727272727272,0.5
thaok,ថោក,អធ,0,0.0,0.0,1.0
oke,អូខេ,ក,0,0.0,0.0,1.0
brobret,ប្រព្រឹត្ត,ប្រប្រប្រប្រប្រប្រប្រប្រ,0,0.25,0.35294117647058826,1.8
reab,រៀប,ប្រាប្រាប្រាប្រាប្រាប្រា,0,0.08333333333333337,0.14814814814814814,7.333333333333333
hanpheakey,ហានភាគិយ,ផ្យ,0,0.125,0.18181818181818182,0.875
meanorongeav,មាន់រងាវ,អនាំង,0,0.25,0.4615384615384615,0.75
thnas,ថ្នាស,ស្ធាន្ធាន្ធាន្ធាន្ធាន្ធា,0,0.125,0.27586206896551724,4.2
klach,ខ្លាច,ច,0,0.19999999999999996,0.33333333333333337,0.8
mochchhopoanthor,មច្ឆព័ន្ធ,ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្ច្,0,0.125,0.18181818181818182,2.3333333333333335
saksom,ស័ក្តិសម,ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្,0,0.125,0.1875,2.625
virubakkhar,វិរូបក្ខ,ប្រិក្រិក្រិក្រិក្រិក្រិ,0,0.16666666666666663,0.3125,2.5
thangyat,ថងយ៉ត,ថ្ទង,0,0.19999999999999996,0.4444444444444445,0.8
komphi,គម្ភីរ,ផ្ភិកំផ្ភិកំផ្ភិកំផ្ភិកំ,0,0.08333333333333337,0.13333333333333333,3.6666666666666665
aakun,អគុណ,អន,0,0.25,0.3333333333333333,0.75
bossoroth,បុស្សរថ,សុសុសុសុសុសុសុសុសុសុសុសុ,0,0.125,0.19354838709677416,3.0
kravong,ក្រវង់,កាំង្រវង្រវង្រវង្រវង្រវង,0,0.20833333333333337,0.33333333333333337,3.1666666666666665
khchab,ខ្ជាប់,ប់,0,0.33333333333333337,0.5,0.6666666666666666
youchn,យោជន៍,ជនួយ,0,0.19999999999999996,0.6666666666666665,0.8
kangkeb,កង្កែប,បង្ក,0,0.5,0.8,0.5
kaoseyvobbokom,កោសេយ្យវប្បកម្ម,បកបកបកបកបកបកបកបកបកបកបកបក,0,0.16666666666666663,0.2051282051282051,1.3333333333333333
bangkeav,បង្គាវ,បង្វាវាវាវាវាវាវាវាវាវាវ,0,0.20833333333333337,0.33333333333333337,3.1666666666666665
kraniev,ក្រនៀវ,វិន,0,0.16666666666666663,0.4444444444444444,0.8333333333333334
skar,ស្គារ,ស្រារារារារារារារារារារា,0,0.16666666666666663,0.27586206896551724,4.0
sombeach,សម្បាច់,សម្ប,0,0.5714285714285714,0.7272727272727273,0.42857142857142855
bralaeng,ប្រឡែង,ប្រឡែង,1,1.0,1.0,0.0
hatthekoubak,ហត្ថិគោបក,ប្ថិក,0,0.4444444444444444,0.7142857142857143,0.5555555555555556
soriyoudei,សុរិយោដី,សី,0,0.25,0.4,0.75
phaen,ផែន,ផ្ន,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
smos,ស្មោះ,ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្ស្,0,0.08333333333333337,0.13793103448275862,4.4
lomdaoy,លំដោយ,ដោយ,0,0.6,0.7499999999999999,0.4
aonthueum,អន្ថឺម,អន្មួន្មួន្មួន្មួន្មួន្ម,0,0.16666666666666663,0.26666666666666666,3.3333333333333335
sampovthoy,សំពៅថយ,សម្វត្វត្វត្វត្វត្វត្វត្,0,0.04166666666666663,0.06666666666666667,3.8333333333333335
baosalean,បោសលាន,បន្លាសន្លាសន្លាសន្លាសន្ល,0,0.20833333333333337,0.33333333333333337,3.1666666666666665
brateungaoeah,ប្រតឺងអ៊ឺះ,អបង្រារារារារារារារារារា,0,0.125,0.29411764705882354,2.1
lerngchang,ឡើងចាង,ច្រង,0,0.16666666666666663,0.4,0.8333333333333334
kechka,កិច្ចការ,ក,0,0.125,0.2222222222222222,0.875
lu,ឡូ,ល,0,0.0,0.0,1.0
chreae,ជ្រែ,រា,0,0.25,0.3333333333333333,0.75
kdoeang,ក្ដឿង,ដែង,0,0.4,0.5,0.6
sonntea,សុនន្ទា,សន្ទន្ទន្ទន្ទន្ទន្ទន្ទន្,0,0.20833333333333337,0.3225806451612903,2.7142857142857144
veyyeakor,វេយ្យាករណ៍,យាយាយាយាយាយាយាយាយាយាយាយា,0,0.125,0.17647058823529413,2.1
thling,ធ្លីង,ថ្លិង,0,0.6,0.6,0.4
thamopheap,ថាមភាព,ផ្ភាព,0,0.5,0.5454545454545454,0.5
aokki,អគ្គិ,អក,0,0.19999999999999996,0.28571428571428575,0.8
yor,យក,រយ,0,0.0,0.5,1.0
kumneab,គំនាប់,ប,0,0.16666666666666663,0.2857142857142857,0.8333333333333334
bopveak,បព្វៈ,ប៉ប៉ប៉ប៉ប៉ប៉ប៉ប៉ប៉ប៉ប៉ប៉,0,0.04166666666666663,0.06896551724137931,4.6
neaneasamveas,នានាសំវាស,សនាសនាសនាសនាសនាសនាសនាសនា,0,0.29166666666666663,0.42424242424242425,1.8888888888888888
mlis,ម្លិះ,ស្ល,0,0.4,0.5,0.6
chaorkheatkamm,ចោរឃាតកម្ម,មាមាមាមាមាមាមាមាមាមាមាមា,0,0.125,0.17647058823529413,2.1
tolhakari,ទឡ្ហការី,អធិលិលិលិលិលិលិលិលិលិលិល,0,0.0,0.0,3.0
lmuoch,ល្មួច,ច,0,0.19999999999999996,0.33333333333333337,0.8
viha,វិហា,ហៃ,0,0.25,0.3333333333333333,0.75
ubatinnok,ឧបាទិន្នក,បន្ទិន្ទិន្ទិន្ទិន្ទិន្ទ,0,0.20833333333333337,0.36363636363636365,2.111111111111111
chhautrang,ឈើត្រង់,ច្រ,0,0.2857142857142857,0.4,0.7142857142857143
aabasakte,អបសក្តិ,អបាសាសាសាសាសាសាសាសាសាសាស,0,0.125,0.19354838709677416,3.0
kantreanh,កន្ទ្រាញ,កនានានានានានានានានានានាន,0,0.125,0.1875,2.625
sokhelpheasei,សខិលភាសី,សិលាសិលាសិលាសិលាសិលាសិលា,0,0.20833333333333337,0.3125,2.375
boromesvoreak,បរមេស្វរៈ,ប្រវាសមាសមាសមាសមាសមាសមាស,0,0.16666666666666663,0.36363636363636365,2.2222222222222223
bansutthor,បន្សុទ្ធ,ប្ធន្ធន្ធន្ធន្ធន្ធន្ធន្ធ,0,0.20833333333333337,0.3125,2.375
kokrum,គគ្រុម,ក,0,0.0,0.0,1.0
chhkoeng,ឆ្កឹង,ឆ្កញ្កញ្កញ្កញ្កញ្កញ្កញ្ក,0,0.125,0.20689655172413793,4.2
ichchha,ឥច្ឆា,ឆា,0,0.4,0.5714285714285715,0.6
kolab,កុលាប,ប់,0,0.0,0.28571428571428575,1.0
kotonhnhu,កតញ្ញូ,ធោធោធោធោធោធោធោធោធោធោធោធោ,0,0.0,0.0,4.0
kangvol,កង្វល់,កាំង្លង្លង្លង្លង្លង្លង្ល,0,0.16666666666666663,0.26666666666666666,3.3333333333333335
kamneh,កំណេះ,ខ្មាញ,0,0.0,0.0,1.0
nges,ង៉េសៗ,ស្ង,0,0.0,0.5,1.0
aabotteka,អបុត្តិកា,អបតិតិតិតិតិតិតិតិតិតិតិ,0,0.20833333333333337,0.30303030303030304,2.111111111111111
kriev,ក្រៀវ,វិក,0,0.0,0.5,1.0
khpongokhpos,ខ្ពង់ខ្ពស់,ផ្ក្ក្ក្ក្ក្ក្ក្ក្ក្ក្ក្,0,0.08333333333333337,0.11764705882352941,2.2
